timestamp,portfolio_value,cash,total_return,active_positions,total_trades,win_rate,total_profit
2025-07-26T23:39:04.810192,1000.0,1000.0,0.0,0,0,0,0
2025-07-26T23:39:55.720205,1000.0,1000.0,0.0,0,0,0,0
2025-07-26T23:44:21.259068,1000.0,890.0,0.0,11,11,0.0,0.0
